-4054.94	4316.16	-3993.48	-4.50942	1.17674	5.85029	0
-4482.92	4410.05	-3387.66	-4.04231	0.699325	6.25516	100
-4861.92	4455.76	-2744.73	-3.53081	0.214054	6.59169	200
-5187.79	4452.78	-2071.72	-2.98058	-0.2737	6.85608	300
-5456.95	4401.12	-1376.02	-2.39769	-0.758521	7.04536	400
-5666.46	4301.35	-665.228	-1.78863	-1.23502	7.15742	500
-5814.03	4154.57	52.8509	-1.16017	-1.69792	7.19103	600
-5898.08	3962.39	770.351	-0.519304	-2.14206	7.14587	700
-5917.71	3726.94	1479.42	0.126841	-2.56256	7.02253	800
-5872.77	3450.82	2172.3	0.771101	-2.95477	6.82248	900
-5763.79	3137.08	2841.43	1.40636	-3.31441	6.54807	1000
-5592.03	2789.16	3479.54	2.02563	-3.63759	6.20249	1100
-5359.43	2410.89	4079.69	2.62214	-3.92083	5.78969	1200
-5068.58	2006.42	4635.39	3.18942	-4.16114	5.31437	1300
-4722.72	1580.18	5140.66	3.72137	-4.356	4.78189	1400
-4325.67	1136.8	5590.06	4.2123	-4.50341	4.19818	1500
-3881.8	681.125	5978.8	4.65701	-4.60192	3.56973	1600
-3395.97	218.081	6302.75	5.05084	-4.65059	2.90343	1700
-2873.47	-247.317	6558.47	5.38969	-4.64901	2.20653	1800
-2319.98	-710.05	6743.28	5.67006	-4.59733	1.48659	1900
-1741.5	-1165.13	6855.27	5.88909	-4.49621	0.751335	2000
-1144.28	-1607.68	6893.3	6.04458	-4.34681	0.00864484	2100
-534.755	-2032.94	6857.02	6.13499	-4.15081	-0.733574	2200
80.5174	-2436.36	6746.87	6.15943	-3.91033	-1.46744	2300
694.925	-2813.61	6564.07	6.11773	-3.62798	-2.18517	2400
1301.87	-3160.66	6310.62	6.01037	-3.30678	-2.87916	2500
1894.85	-3473.79	5989.28	5.83853	-2.95014	-3.54205	2600
2467.49	-3749.63	5603.49	5.60404	-2.56185	-4.16681	2700
3013.65	-3985.24	5157.41	5.30938	-2.14603	-4.74679	2800
3527.46	-4178.07	4655.83	4.95767	-1.7071	-5.27579	2900
4003.41	-4326.05	4104.14	4.55263	-1.24972	-5.74814	3000
4436.35	-4427.56	3508.26	4.09855	-0.778753	-6.15875	3100
4821.64	-4481.51	2874.59	3.60025	-0.299234	-6.50318	3200
5155.11	-4487.29	2209.96	3.06303	0.183706	-6.77767	3300
5433.14	-4444.83	1521.49	2.49263	0.664884	-6.97919	3400
5652.73	-4354.55	816.624	1.89517	1.13912	-7.10552	3500
5811.48	-4217.41	102.944	1.27704	1.6013	-7.15523	3600
5907.67	-4034.86	-611.846	0.644903	2.04643	-7.12771	3700
5940.23	-3808.85	-1320.03	0.00557043	2.46969	-7.02319	3800
5908.77	-3541.8	-2013.95	-0.634057	2.86649	-6.84275	3900
5813.63	-3236.58	-2686.11	-1.26707	3.23252	-6.58829	4000
5655.81	-2896.45	-3329.23	-1.88662	3.56382	-6.26252	4100
5436.98	-2525.09	-3936.35	-2.48602	3.85677	-5.86891	4200
5159.49	-2126.49	-4500.89	-3.05878	4.10819	-5.41169	4300
4826.32	-1704.93	-5016.73	-3.59871	4.31535	-4.89575	4400
4441.04	-1264.97	-5478.27	-4.09996	4.47599	-4.32662	4500
4007.8	-811.341	-5880.49	-4.55712	4.58833	-3.71042	4600
3531.25	-348.951	-6219.01	-4.96522	4.65114	-3.05376	4700
3016.54	117.212	-6490.13	-5.31984	4.66369	-2.36367	4800
2469.2	582.105	-6690.87	-5.61709	4.62579	-1.64757	4900
1895.14	1040.7	-6819.03	-5.85373	4.5378	-0.913143	5000
1300.56	1488.02	-6873.15	-6.02712	4.40059	-0.168301	5100
691.891	1919.22	-6852.61	-6.1353	4.21558	0.578928	5200
75.7177	2329.61	-6757.56	-6.17701	3.98468	1.32046	5300
-541.276	2714.71	-6588.97	-6.15168	3.71032	2.04826	5400
-1152.39	3070.32	-6348.63	-6.05948	3.3954	2.75438	5500
-1750.97	3392.55	-6039.08	-5.90128	3.04325	3.4311	5600
-2330.5	3677.86	-5663.64	-5.67869	2.65766	4.07097	5700
-2884.64	3923.11	-5226.35	-5.39403	2.24278	4.66692	5800
-3407.33	4125.59	-4731.94	-5.05031	1.8031	5.21232	5900
-3892.86	4283.06	-4185.77	-4.65123	1.34342	5.70109	6000
-4335.88	4393.77	-3593.79	-4.20111	0.868792	6.12774	6100
-4731.54	4456.49	-2962.46	-3.70487	0.384435	6.48747	6200
-5075.5	4470.51	-2298.66	-3.16796	-0.10429	6.77625	6300
-5363.97	4435.67	-1609.68	-2.59633	-0.591962	6.99081	6400
-5593.82	4352.34	-903.057	-1.99632	-1.07316	7.12876	6500
-5762.51	4221.43	-186.536	-1.3746	-1.54255	7.18856	6600
-5868.24	4044.39	532.029	-0.738086	-1.99491	7.16961	6700
-5909.87	3823.18	1244.77	-0.093865	-2.42524	7.07218	6800
-5887	3560.24	1943.89	0.550914	-2.8288	6.89745	6900
-5799.91	3258.46	2621.75	1.18912	-3.20116	6.64749	7000
-5649.63	2921.18	3270.97	1.81371	-3.53827	6.32521	7100
-5437.85	2552.1	3884.5	2.41787	-3.83652	5.9343	7200
