0 0 -3.09017
0 1 -3.09017
0 2 -3.09017
0 3 -3.09017
0 4 -3.09017
0 5 -3.09017
0 6 -3.09017
0 7 -3.09017
0 8 -3.09017
0 9 -3.09017
0 10 -3.09017
0 11 -3.09017
0 12 -3.09017
0 13 -3.09017
0 14 -3.09017
0 15 -3.09017
0 16 -3.09017
0 17 -3.09017
0 18 -3.09017
0 19 -3.09017
0 20 -3.09017
0 21 -3.09017
0 22 -3.09017
0 23 -3.09017
0 24 -3.09017
0 25 -3.09017
0 26 -3.09017
0 27 -3.09017
0 28 -3.09017
0 29 -3.09017
0 30 -3.09017
0 31 -3.09017
0 32 -3.09017
0 33 -3.09017
0 34 -3.09017
0 35 -3.09017
0 36 -3.09017
0 37 -3.09017
0 38 -3.09017
0 39 -3.09017
0 40 -3.09017
0 41 -3.09017
0 42 -3.09017
0 43 -3.09017
0 44 -3.09017
0 45 -3.09017
0 46 -3.09017
0 47 -3.09017
0 48 -3.09017
0 49 -3.09017
0 50 -3.09017
0 51 -3.09017
0 52 -3.09017
0 53 -3.09017
0 54 -3.09017
0 55 -3.09017
0 56 -3.09017
0 57 -3.09017
0 58 -3.09017
0 59 -3.09017
0 60 -3.09017
0 61 -3.09017
0 62 -3.09017
0 63 -3.09017
0 64 -3.09017
0 65 -3.09017
0 66 -3.09017
0 67 -3.09017
0 68 -3.09017
0 69 -3.09017
0 70 -3.09017
0 71 -3.09017
0 72 -3.09017
0 73 -3.09017
0 74 -3.09017
0 75 -3.09017
0 76 -3.09017
0 77 -3.09017
0 78 -3.09017
0 79 -3.09017
0 80 -3.09017
0 81 -3.09017
0 82 -3.09017
0 83 -3.09017
0 84 -3.09017
0 85 -3.09017
0 86 -3.09017
0 87 -3.09017
0 88 -3.09017
0 89 -3.09017
0 90 -3.09017
0 91 -3.09017
0 92 -3.09017
0 93 -3.09017
0 94 -3.09017
0 95 -3.09017
0 96 -3.09017
0 97 -3.09017
0 98 -3.09017
0 99 -3.09017
0 100 -3.09017
0 101 -3.09017
0 102 -3.09017
0 103 -3.09017
0 104 -3.09017
0 105 -3.09017
0 106 -3.09017
0 107 -3.09017
0 108 -3.09017
0 109 -3.09017
0 110 -3.09017
0 111 -3.09017
0 112 -3.09017
0 113 -3.09017
0 114 -3.09017
0 115 -3.09017
0 116 -3.09017
0 117 -3.09017
0 118 -3.09017
0 119 -3.09017
0 120 -3.09017
0 121 -3.09017
0 122 -3.09017
0 123 -3.09017
0 124 -3.09017
0 125 -3.09017
0 126 -3.09017
0 127 -3.09017
0 128 -3.09017
0 129 -3.09017
0 130 -3.09017
0 131 -3.09017
0 132 -3.09017
0 133 -3.09017
0 134 -3.09017
0 135 -3.09017
0 136 -3.09017
0 137 -3.09017
0 138 -3.09017
0 139 -3.09017
0 140 -3.09017
0 141 -3.09017
0 142 -3.09017
0 143 -3.09017
0 144 -3.09017
0 145 -3.09017
0 146 -3.09017
0 147 -3.09017
0 148 -3.09017
0 149 -3.09017
0 150 -3.09017
0 151 -3.09017
0 152 -3.09017
0 153 -3.09017
0 154 -3.09017
0 155 -3.09017
0 156 -3.09017
0 157 -3.09017
0 158 -3.09017
0 159 -3.09017
0 160 -3.09017
0 161 -3.09017
0 162 -3.09017
0 163 -3.09017
0 164 -3.09017
0 165 -3.09017
0 166 -3.09017
0 167 -3.09017
0 168 -3.09017
0 169 -3.09017
0 170 -3.09017
0 171 -3.09017
0 172 -3.09017
0 173 -3.09017
0 174 -3.09017
0 175 -3.09017
0 176 -3.09017
0 177 -3.09017
0 178 -3.09017
0 179 -3.09017
0 180 -3.09017
0 181 -3.09017
0 182 -3.09017
0 183 -3.09017
0 184 -3.09017
0 185 -3.09017
0 186 -3.09017
0 187 -3.09017
0 188 -3.09017
0 189 -3.09017
0 190 -3.09017
0 191 -3.09017
0 192 -3.09017
0 193 -3.09017
0 194 -3.09017
0 195 -3.09017
0 196 -3.09017
0 197 -3.09017
0 198 -3.09017
0 199 -3.09017

1 0 -1.29981
1 1 -1.30622
1 2 -1.31309
1 3 -1.31
1 4 -1.29317
1 5 -1.26817
1 6 -1.24624
1 7 -1.23718
1 8 -1.24349
1 9 -1.2593
1 10 -1.27436
1 11 -1.28044
1 12 -1.27632
1 13 -1.26858
1 14 -1.26812
1 15 -1.28456
1 16 -1.32174
1 17 -1.37646
1 18 -1.44077
1 19 -1.50601
1 20 -1.56639
1 21 -1.62038
1 22 -1.66961
1 23 -1.71622
1 24 -1.76038
1 25 -1.79898
1 26 -1.82611
1 27 -1.83473
1 28 -1.81879
1 29 -1.77493
1 30 -1.70332
1 31 -1.60781
1 32 -1.49556
1 33 -1.37656
1 34 -1.26315
1 35 -1.16929
1 36 -1.10942
1 37 -1.09649
1 38 -1.13935
1 39 -1.23985
1 40 -1.39067
1 41 -1.57507
1 42 -1.7691
1 43 -1.94591
1 44 -2.08021
1 45 -2.15046
1 46 -2.13861
1 47 -2.03131
1 48 -1.82785
1 49 -1.54942
1 50 -1.23326
1 51 -0.916803
1 52 -0.645202
1 53 -0.489558
1 54 -0.50653
1 55 -0.672262
1 56 -0.925391
1 57 -1.26725
1 58 -1.70872
1 59 -2.14092
1 60 -2.41176
1 61 -2.50287
1 62 -2.47411
1 63 -2.29639
1 64 -1.90757
1 65 -1.3693
1 66 -0.836337
1 67 -0.430607
1 68 -0.208848
1 69 -0.183259
1 70 -0.349589
1 71 -0.721579
1 72 -1.28386
1 73 -1.9029
1 74 -2.3929
1 75 -2.67821
1 76 -2.78701
1 77 -2.71599
1 78 -2.42272
1 79 -1.93028
1 80 -1.35174
1 81 -0.8305
1 82 -0.483434
1 83 -0.35088
1 84 -0.393663
1 85 -0.58231
1 86 -0.946488
1 87 -1.46843
1 88 -1.99365
1 89 -2.35034
1 90 -2.5176
1 91 -2.58478
1 92 -2.57883
1 93 -2.42337
1 94 -2.06405
1 95 -1.57076
1 96 -1.10126
1 97 -0.780663
1 98 -0.613988
1 99 -0.520215
1 100 -0.466886
1 101 -0.546466
1 102 -0.870642
1 103 -1.39959
1 104 -1.93827
1 105 -2.31327
1 106 -2.50136
1 107 -2.57052
1 108 -2.5503
1 109 -2.39217
1 110 -2.02877
1 111 -1.4602
1 112 -0.813035
1 113 -0.308651
1 114 -0.117492
1 115 -0.229702
1 116 -0.503781
1 117 -0.83006
1 118 -1.19648
1 119 -1.61912
1 120 -2.07847
1 121 -2.50416
1 122 -2.76021
1 123 -2.69337
1 124 -2.2863
1 125 -1.72917
1 126 -1.26143
1 127 -0.973568
1 128 -0.805587
1 129 -0.672132
1 130 -0.542649
1 131 -0.464678
1 132 -0.545853
1 133 -0.868495
1 134 -1.40674
1 135 -2.02966
1 136 -2.54798
1 137 -2.78
1 138 -2.66653
1 139 -2.32515
1 140 -1.92872
1 141 -1.56311
1 142 -1.24356
1 143 -0.980618
1 144 -0.764829
1 145 -0.566877
1 146 -0.411941
1 147 -0.40287
1 148 -0.634497
1 149 -1.10308
1 150 -1.69768
1 151 -2.26329
1 152 -2.67431
1 153 -2.85646
1 154 -2.76663
1 155 -2.40365
1 156 -1.85287
1 157 -1.27547
1 158 -0.817764
1 159 -0.538716
1 160 -0.431491
1 161 -0.48554
1 162 -0.695563
1 163 -1.01827
1 164 -1.36047
1 165 -1.63649
1 166 -1.82762
1 167 -1.96494
1 168 -2.06013
1 169 -2.08278
1 170 -2.01662
1 171 -1.91142
1 172 -1.84727
1 173 -1.84713
1 174 -1.85012
1 175 -1.78503
1 176 -1.65774
1 177 -1.54853
1 178 -1.52479
1 179 -1.57116
1 180 -1.61197
1 181 -1.59196
1 182 -1.52412
1 183 -1.46244
1 184 -1.44205
1 185 -1.45275
1 186 -1.46255
1 187 -1.45397
1 188 -1.43388
1 189 -1.41632
1 190 -1.4052
1 191 -1.39484
1 192 -1.38145
1 193 -1.36857
1 194 -1.3612
1 195 -1.35804
1 196 -1.35189
1 197 -1.33762
1 198 -1.31835
1 199 -1.30335

2 0 -2.32152
2 1 -2.32815
2 2 -2.32606
2 3 -2.3142
2 4 -2.29872
2 5 -2.28814
2 6 -2.28757
2 7 -2.29588
2 8 -2.30703
2 9 -2.31423
2 10 -2.31418
2 11 -2.30879
2 12 -2.30357
2 13 -2.30408
2 14 -2.31255
2 15 -2.327
2 16 -2.34312
2 17 -2.35757
2 18 -2.37063
2 19 -2.38661
2 20 -2.41172
2 21 -2.45089
2 22 -2.50497
2 23 -2.5699
2 24 -2.63786
2 25 -2.69966
2 26 -2.7472
2 27 -2.77485
2 28 -2.77968
2 29 -2.76079
2 30 -2.71844
2 31 -2.65382
2 32 -2.56928
2 33 -2.46906
2 34 -2.35995
2 35 -2.25141
2 36 -2.15511
2 37 -2.08398
2 38 -2.05096
2 39 -2.06723
2 40 -2.13982
2 41 -2.26826
2 42 -2.44122
2 43 -2.63513
2 44 -2.81773
2 45 -2.95661
2 46 -3.02785
2 47 -3.01675
2 48 -2.91376
2 49 -2.72241
2 50 -2.47374
2 51 -2.20915
2 52 -1.94528
2 53 -1.70031
2 54 -1.5501
2 55 -1.57314
2 56 -1.74361
2 57 -1.98641
2 58 -2.3039
2 59 -2.70892
2 60 -3.09451
2 61 -3.32362
2 62 -3.37635
2 63 -3.29476
2 64 -3.08122
2 65 -2.72892
2 66 -2.27042
2 67 -1.78392
2 68 -1.39912
2 69 -1.23
2 70 -1.2756
2 71 -1.47973
2 72 -1.84985
2 73 -2.38564
2 74 -2.95705
2 75 -3.38876
2 76 -3.60546
2 77 -3.61994
2 78 -3.46589
2 79 -3.18296
2 80 -2.79495
2 81 -2.31842
2 82 -1.84792
2 83 -1.54688
2 84 -1.48043
2 85 -1.559
2 86 -1.70934
2 87 -1.97635
2 88 -2.38737
2 89 -2.83761
2 90 -3.18696
2 91 -3.38341
2 92 -3.44019
2 93 -3.36808
2 94 -3.17377
2 95 -2.87424
2 96 -2.49356
2 97 -2.0838
2 98 -1.74161
2 99 -1.55111
2 100 -1.51154
2 101 -1.56709
2 102 -1.7043
2 103 -1.96961
2 104 -2.37742
2 105 -2.83746
2 106 -3.20109
2 107 -3.37589
2 108 -3.38056
2 109 -3.28174
2 110 -3.09361
2 111 -2.77376
2 112 -2.32254
2 113 -1.84155
2 114 -1.46983
2 115 -1.29966
2 116 -1.36561
2 117 -1.64345
2 118 -2.02538
2 119 -2.3778
2 120 -2.67341
2 121 -2.98559
2 122 -3.31145
2 123 -3.50265
