0 0 4 0
0 4 4 0
0 8 4 2.76274e-16
0 12 4 0
0 16 4 0
0 20 4 2.74636e-16
0 24 4 0
0 28 4 -2.73327e-16
0 32 4 0
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 -2.74527e-16
0 52 4 0
0 56 4 0
0 60 4 0

4 0 3.84515 0.00528494
4 4 3.84775 -0.0768558
4 8 3.84943 -0.154931
4 12 3.84553 -0.22418
4 16 3.83369 -0.275746
4 20 3.8142 -0.294031
4 24 3.79056 -0.258841
4 28 3.77225 -0.159661
4 32 3.77178 -0.0132241
4 36 3.7931 0.136876
4 40 3.82543 0.245336
4 44 3.85197 0.291486
4 48 3.86327 0.281919
4 52 3.86094 0.23481
4 56 3.85273 0.166439
4 60 3.84632 0.0877875

8 0 3.97892 0.00880009
8 4 3.97881 -0.159257
8 8 3.97514 -0.324265
8 12 3.95762 -0.481308
8 16 3.91106 -0.611729
8 20 3.82018 -0.67335
8 24 3.68886 -0.608848
8 28 3.56087 -0.38119
8 32 3.50902 -0.0284116
8 36 3.57057 0.332399
8 40 3.70668 0.580647
8 44 3.84189 0.669615
8 48 3.93072 0.627474
8 52 3.97073 0.506372
8 56 3.98097 0.348903
8 60 3.9802 0.179285

12 0 4.20161 0.02706
12 4 4.2011 -0.229541
12 8 4.19978 -0.493294
12 12 4.17514 -0.764647
12 16 4.08329 -1.01804
12 20 3.87164 -1.18432
12 24 3.51839 -1.13561
12 28 3.13308 -0.742306
12 32 2.95774 -0.0556247
12 36 3.12194 0.644984
12 40 3.50301 1.07336
12 44 3.86052 1.16703
12 48 4.08094 1.0401
12 52 4.18034 0.810749
12 56 4.20789 0.54835
12 60 4.20683 0.284777

16 0 4.51525 0.0557208
16 4 4.52377 -0.290902
16 8 4.54566 -0.66305
16 12 4.5403 -1.07639
16 16 4.42256 -1.51841
16 20 4.05645 -1.90028
16 24 3.30917 -1.97966
16 28 2.35109 -1.41389
16 32 1.89312 -0.0912093
16 36 2.30707 1.24876
16 40 3.23858 1.8703
16 44 3.98658 1.86398
16 48 4.37671 1.55206
16 52 4.52393 1.15673
16 56 4.5474 0.765268
16 60 4.52875 0.400578

20 0 4.9138 0.0828142
20 4 4.94131 -0.335603
20 8 5.01965 -0.798555
20 12 5.1002 -1.35907
20 16 5.0511 -2.06319
20 20 4.60571 -2.8455
20 24 3.39331 -3.56622
20 28 0.630881 -1.55535
20 32 0 0
20 36 0.598169 1.4318
20 40 3.24067 3.39306
20 44 4.43717 2.7982
20 48 4.93011 2.13086
20 52 5.04752 1.49583
20 56 5.00867 0.960306
20 60 4.94369 0.501556

24 0 5.37064 0.1046
24 4 5.42237 -0.344762
24 8 5.58971 -0.849783
24 12 5.8406 -1.49058
24 16 6.03937 -2.39559
24 20 5.78679 -3.82118
24 24 0 0
24 28 0 0
24 32 0 0
24 36 0 0
24 40 0 0
24 44 5.39528 3.71681
24 48 5.80333 2.55732
24 52 5.75261 1.73347
24 56 5.58271 1.08326
24 60 5.43216 0.560642

28 0 5.83616 0.120516
28 4 5.90846 -0.30186
28 8 6.17407 -0.77015
28 12 6.63785 -1.35641
28 16 7.28934 -2.18146
28 20 3.02983 -1.16978
28 24 0 0
28 28 0 0
28 32 0 0
28 36 0 0
28 40 0 0
28 44 2.44064 0.983385
28 48 6.8868 2.63933
28 52 6.60721 1.73612
28 56 6.21268 1.06799
28 60 5.94263 0.55617

32 0 6.25118 0.128525
32 4 6.33076 -0.211249
32 8 6.66316 -0.572359
32 12 7.26631 -0.981728
32 16 7.90816 -1.38539
32 20 0 0
32 24 0 0
32 28 0 0
32 32 0 0
32 36 0 0
32 40 0 0
32 44 0 0
32 48 7.87896 2.20428
32 52 7.39476 1.46773
32 56 6.78271 0.908084
32 60 6.40478 0.486067

36 0 6.56026 0.123529
36 4 6.63375 -0.0944536
36 8 6.97985 -0.31189
36 12 7.58932 -0.516481
36 16 7.63606 -0.501483
36 20 0.29369 0.0037011
36 24 0 0
36 28 0 0
36 32 0 0
36 36 0 0
36 40 0 0
36 44 -0.0150285 0.0500717
36 48 6.62054 0.611945
36 52 7.87462 0.881446
36 56 7.19876 0.607265
36 60 6.75055 0.352674

40 0 6.73084 0.116759
40 4 6.79705 0.0285766
40 8 7.12706 -0.0530198
40 12 7.67491 -0.105857
40 16 7.20679 -0.0220157
40 20 0.600274 -0.243126
40 24 0 0
40 28 0 0
40 32 0 0
40 36 0 0
40 40 0 0
40 44 0.155701 0.190328
40 48 5.6683 0.00820092
40 52 8.01546 0.342515
40 56 7.39296 0.285289
40 60 6.93275 0.203612

44 0 6.75702 0.116544
44 4 6.82729 0.150444
44 8 7.14283 0.177907
44 12 7.64297 0.219688
44 16 7.09312 0.285341
44 20 1.27847 -0.175038
44 24 -0.552812 -0.358406
44 28 -0.0189105 -0.0866156
44 32 0 0
44 36 -0.151657 0.284733
44 40 -0.40091 0.737998
44 44 0.881445 0.240957
44 48 5.45551 -0.356481
44 52 7.94979 -0.148989
44 56 7.38878 -0.027657
44 60 6.94588 0.0601387

48 0 6.64564 0.149483
48 4 6.74303 0.289499
48 8 7.0632 0.401237
48 12 7.54519 0.505512
48 16 7.15195 0.558954
48 20 1.99368 -0.0478402
48 24 -0.121734 -1.00802
48 28 0.120367 -1.8215
48 32 -0.355879 -1.73903
48 36 -0.915252 -0.961422
48 40 -0.443307 -0.38302
48 44 1.56384 -0.512025
48 48 5.58566 -0.977254
48 52 7.66794 -0.672022
48 56 7.17692 -0.311716
48 60 6.7885 -0.0434078

52 0 6.41619 0.24917
52 4 6.56877 0.471733
52 8 6.91657 0.644128
52 12 7.41414 0.78635
52 16 7.31309 0.818829
52 20 3.09889 0.0134234
52 24 1.18878 -1.44493
52 28 0.624885 -2.51715
52 32 -0.650194 -2.93113
52 36 -1.5578 -2.74895
52 40 -0.778434 -2.29914
52 44 1.8093 -2.06322
52 48 5.44082 -1.90666
52 52 7.04421 -1.16163
52 56 6.73117 -0.505859
52 60 6.46933 -0.0602479

56 0 6.10255 0.454726
56 4 6.33392 0.726217
56 8 6.72566 0.936084
56 12 7.26411 1.10798
56 16 7.51383 1.16069
56 20 4.51696 0.320864
56 24 2.57154 -1.17167
56 28 1.60403 -2.46257
56 32 -0.164262 -3.5313
56 36 -1.61228 -4.20254
56 40 -1.17551 -4.18811
56 44 1.42983 -3.59508
56 48 4.58613 -2.63901
56 52 6.04339 -1.40074
56 56 6.07371 -0.503776
56 60 6.02253 0.0703913

60 0 5.75549 0.798927
60 4 6.07474 1.07327
60 8 6.50839 1.29343
60 12 7.08055 1.49578
60 16 7.61602 1.63682
60 20 5.9597 1.02254
60 24 3.83585 -0.372359
60 28 2.86128 -1.56237
60 32 0.984299 -2.8878
60 36 -0.820601 -4.20028
60 40 -1.3286 -4.97846
60 44 0.426569 -4.38163
60 48 3.12962 -2.82148
60 52 4.78708 -1.25602
60 56 5.29219 -0.218346
60 60 5.51427 0.402669

64 0 5.44075 1.29746
64 4 5.83713 1.51584
64 8 6.28672 1.70895
64 12 6.84837 1.93061
64 16 7.50513 2.18685
64 20 7.08837 2.02466
64 24 4.92218 0.810653
64 28 3.98723 -0.0720316
64 32 2.31652 -1.20148
64 36 0.520539 -2.57372
64 40 -0.666994 -3.85989
